question	label
我对7月4日的详细情况有些moshuang，是否能给我提供一下哪一次日是在全年的wei置，7月4日的前一天和后一天是什么，7月4日是什么纪念日，和出生和世逝的ming人都有哪些，以及这zai天发生的重要事件是仑件？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
瓦瓦是一个我一直疑惑的地方，我知道它的名字，却不知道具体的人口数量，你能告诉我吗？该问题的答案在知识库中对应的三元组为['瓦瓦 ||| 人口（2006） ||| 27,196']。这样对吗？	1
瓦瓦是一个我一直疑惑的地方，我知道它的名字，却不知道具体的人口数量，你能告诉我吗？该问题的答案在知识库中对应的三元组为['瓦瓦 ||| 海拔 ||| 462\xa0米（1,516\xa0英尺）']。这样对吗？	0
作为西班牙著名足球运动员奥特内歇,他的个人信息我了解的很少。比如他的身高、体重、球队位置以及现在所效力的俱乐部是什么？他的出生日期又是什么呢？看来我对他了解的实在是太少了。该问题的答案在知识库中对应的三元组为['奥特内歇 ||| 身高 ||| 182cm', '奥特内歇 ||| 体重 ||| 82kg', '奥特内歇 ||| 位置 ||| 后卫', '奥特内歇 ||| 现效力俱乐部 ||| 毕尔巴鄂', '奥特内歇 ||| 出生日期 ||| 1992-01-03']。这样对吗？	1
作为西班牙著名足球运动员奥特内歇,他的个人信息我了解的很少。比如他的身高、体重、球队位置以及现在所效力的俱乐部是什么？他的出生日期又是什么呢？看来我对他了解的实在是太少了。该问题的答案在知识库中对应的三元组为['奥特内歇 ||| 身高 ||| 182cm', '奥特内歇 ||| 体重 ||| 82kg', '奥特内歇 ||| 位置 ||| 后卫', '奥特内歇 ||| 出生日期 ||| 1992-01-03', '奥特内歇 ||| 现效力俱乐部 ||| 毕尔巴鄂']。这样对吗？	0
夏洛特·德诺阿以其天真无邪，聪明勇敢的形象深深的吸引了我，她出现在哪一部作品，年龄，身高，假名，这些我都还不太清楚，可能我的记忆中把这些参数给混淆了，希望你可以帮我好好梳理一下。此外，她在哪个国家出生也很让我好奇。该问题的答案在知识库中对应的三元组为['夏洛特·德诺阿 ||| 登场作品 ||| 《Infinite Stratos》', '夏洛特·德诺阿 ||| 年龄 ||| 15岁', '夏洛特·德诺阿 ||| 身高 ||| 154cm', '夏洛特·德诺阿 ||| 假名 ||| 夏露·德诺阿', '夏洛特·德诺阿 ||| 国籍 ||| 法国']。这样对吗？	1
夏洛特·德诺阿以其天真无邪，聪明勇敢的形象深深的吸引了我，她出现在哪一部作品，年龄，身高，假名，这些我都还不太清楚，可能我的记忆中把这些参数给混淆了，希望你可以帮我好好梳理一下。此外，她在哪个国家出生也很让我好奇。该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
左东岭的研究方向是哪一方面？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
左东岭的研究方向是哪一方面？该问题的答案在知识库中对应的三元组为['左东岭 ||| 籍贯 ||| 河南省许昌市']。这样对吗？	0
在所有藤谷太辅的前辈中，他尊敬谁？该问题的答案在知识库中对应的三元组为['藤谷太辅 ||| 尊敬的前辈 ||| 樱井翔，泷泽秀明SMAP']。这样对吗？	1
在所有藤谷太辅的前辈中，他尊敬谁？该问题的答案在知识库中对应的三元组为['藤谷太辅 ||| 足长 ||| 26.5cm']。这样对吗？	0
犯罪升级每集时长有多长？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
犯罪升级每集时长有多长？该问题的答案在知识库中对应的三元组为['犯罪升级 ||| 集 数 ||| 18']。这样对吗？	0
让东尼·东尼·乔巴感到恐惧的人是谁？该问题的答案在知识库中对应的三元组为['东尼·东尼·乔巴 ||| 害怕的人 ||| 娜美、Dr.古雷娃']。这样对吗？	1
让东尼·东尼·乔巴感到恐惧的人是谁？该问题的答案在知识库中对应的三元组为['东尼·东尼·乔巴 ||| 恶魔果实 ||| 人人果实']。这样对吗？	0
我在阅读一本香港电视剧本的时候，一位名叫招石文的演员目光中充满了深深的怀旧和思念。他的英文名是怎么样的呢？他的出生日期是7月6日，1933年，籍贯是香港？他去世的日期也是我很想知道的。并且，他的身高是多少呢该问题的答案在知识库中对应的三元组为['招石文 ||| 英文名 ||| CHIU SHEK MAN', '招石文 ||| 逝世日期 ||| 2015年2月9日', '招石文 ||| 身高 ||| 168厘米']。这样对吗？	1
我在阅读一本香港电视剧本的时候，一位名叫招石文的演员目光中充满了深深的怀旧和思念。他的英文名是怎么样的呢？他的出生日期是7月6日，1933年，籍贯是香港？他去世的日期也是我很想知道的。并且，他的身高是多少呢该问题的答案在知识库中对应的三元组为['招石文 ||| 出生日期 ||| 1933年', '招石文 ||| 职业 ||| 香港无线电视甘草演员', '招石文 ||| 身高 ||| 168厘米']。这样对吗？	0
爆发出傲天魔剑的怪物等级是多少？该问题的答案在知识库中对应的三元组为['傲天魔剑 ||| 掉落等级 ||| 147']。这样对吗？	1
爆发出傲天魔剑的怪物等级是多少？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
世博黑桃Queen有哪些使命？该问题的答案在知识库中对应的三元组为['世博黑桃Queen ||| 使命 ||| 宣扬健康、乐观']。这样对吗？	1
世博黑桃Queen有哪些使命？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
伊莎贝尔一世是一位我非常敬仰的历史人物，她的一生都是值得我去理解和思考的，比如她的国籍、信仰和主要成就等等，这些是我非常想要得知的，你能告诉我吗？该问题的答案在知识库中对应的三元组为['伊莎贝尔一世 ||| 国籍 ||| 西班牙', '伊莎贝尔一世 ||| 信仰 ||| 基督教', '伊莎贝尔一世 ||| 主要成就 ||| 成就了西班牙的统一 资助了哥伦布远航']。这样对吗？	1
伊莎贝尔一世是一位我非常敬仰的历史人物，她的一生都是值得我去理解和思考的，比如她的国籍、信仰和主要成就等等，这些是我非常想要得知的，你能告诉我吗？该问题的答案在知识库中对应的三元组为['伊莎贝尔一世 ||| 国籍 ||| 西班牙', '伊莎贝尔一世 ||| 信仰 ||| 基督教', '伊莎贝尔一世 ||| 职业 ||| 西班牙女王']。这样对吗？	0
我知道崔建邦是出生在香港的艺人，他是华人吗？他所在的星座是什么呢？还有他所主持的电视节目及他的教育学历也让我感到好奇。该问题的答案在知识库中对应的三元组为['崔建邦 ||| 中文名 ||| 崔建邦', '崔建邦 ||| 星座 ||| 双子座', '崔建邦 ||| 电视节目 ||| K-100、劲歌金曲、My Name Is 邦', '崔建邦 ||| 教育程度 ||| 中五']。这样对吗？	1
我知道崔建邦是出生在香港的艺人，他是华人吗？他所在的星座是什么呢？还有他所主持的电视节目及他的教育学历也让我感到好奇。该问题的答案在知识库中对应的三元组为['崔建邦 ||| 民 族 ||| 汉', '崔建邦 ||| 职业 ||| 艺员主持', '崔建邦 ||| 星座 ||| 双子座', '崔建邦 ||| 电视节目 ||| K-100、劲歌金曲、My Name Is 邦', '崔建邦 ||| 教育程度 ||| 中五']。这样对吗？	0
绍兴日报社的英文名称是什么？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
绍兴日报社的英文名称是什么？该问题的答案在知识库中对应的三元组为['绍兴日报社 ||| 所属行业 ||| 媒体、影视制作、新闻出版']。这样对吗？	0
我最好的朋友非常喜欢冉季载，他是一名古代的周朝统治者。然而，我想详细了解他的生平，例如他的本名是什么，他的民族族群是什么，他的出生地在哪里，他有什么重要的成就。希望您能帮我该问题的答案在知识库中对应的三元组为['冉季载 ||| 本名 ||| 姬载', '冉季载 ||| 民族族群 ||| 华夏族', '冉季载 ||| 出生地 ||| 周原', '冉季载 ||| 主要成就 ||| 聃国开国君主、冉姓始祖']。这样对吗？	1
我最好的朋友非常喜欢冉季载，他是一名古代的周朝统治者。然而，我想详细了解他的生平，例如他的本名是什么，他的民族族群是什么，他的出生地在哪里，他有什么重要的成就。希望您能帮我该问题的答案在知识库中对应的三元组为['冉季载 ||| 别称 ||| 聃季载、冉季载']。这样对吗？	0
我非常喜欢郑斌的足球技术，尤其是他的左脚技术和传球定位。我知道他的身高、体重，还有他在武汉卓尔职业足球俱乐部的情况，但对于他职业以及具体的技术特点，我还不太清楚，你能告诉我吗？该问题的答案在知识库中对应的三元组为['郑斌 ||| 职业 ||| 足球运动员', '郑斌 ||| 技术特点 ||| 左脚将，脚法出众，传球落点出色。']。这样对吗？	1
我非常喜欢郑斌的足球技术，尤其是他的左脚技术和传球定位。我知道他的身高、体重，还有他在武汉卓尔职业足球俱乐部的情况，但对于他职业以及具体的技术特点，我还不太清楚，你能告诉我吗？该问题的答案在知识库中对应的三元组为['郑斌 ||| 籍贯 ||| 中国武汉', '郑斌 ||| 技术特点 ||| 左脚将，脚法出众，传球落点出色。', '郑斌 ||| 位置 ||| 中场 前卫', '郑斌 ||| 身高 ||| 173cm', '郑斌 ||| 体重 ||| 73kg', '郑斌 ||| 俱乐部资料 ||| 退役']。这样对吗？	0
希路麦波的兵器是什么刀？该问题的答案在知识库中对应的三元组为['贝鲁梅伯 ||| 武器 ||| 廓尔喀弯刀（现实中尼泊尔国刀）']。这样对吗？	1
希路麦波的兵器是什么刀？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
我有个朋友特别喜欢日本的声优，比如大原沙耶香，他总是滔滔不绝地跟我hm提起她的出生日期、籍贯等等。然后说他们一起观看了大原沙耶香的出道作以及代表作，但他却忘记了大原沙耶香的网站是什么以及她的现年岁数，他还询问了关于大原沙耶香的日语写法。你能帮我查一查这些问题，以便我能该问题的答案在知识库中对应的三元组为['大原沙耶香 ||| 出生年月 ||| 1975年12月6日', '大原沙耶香 ||| 籍贯 ||| 日本神奈川县横滨市', '大原沙耶香 ||| 出道作 ||| 白井百合（名侦探柯南） ※电视动画的出道作', '大原沙耶香 ||| 代表作 ||| 蕾拉·汉米顿（万花筒之星） 艾莉西亚·弗罗伦斯（ARIA） 原田理花（蜂蜜与四叶草） 爱丽丝菲尔·冯·爱因兹贝伦（Fate系列） 艾尔莎·史卡雷特（妖精的尾巴）', '大原沙耶香 ||| 网站 ||| 公认FANS网站', '大原沙耶香 ||| 现年 ||| 39岁', '大原沙耶香 ||| 日语写法 ||| 大原 さやか']。这样对吗？	1
我有个朋友特别喜欢日本的声优，比如大原沙耶香，他总是滔滔不绝地跟我hm提起她的出生日期、籍贯等等。然后说他们一起观看了大原沙耶香的出道作以及代表作，但他却忘记了大原沙耶香的网站是什么以及她的现年岁数，他还询问了关于大原沙耶香的日语写法。你能帮我查一查这些问题，以便我能该问题的答案在知识库中对应的三元组为['大原沙耶香 ||| 婚姻状况 ||| 已婚', '大原沙耶香 ||| 出身地 ||| 日本神奈川县横滨市']。这样对吗？	0
湖南科技大学的本科线一般是多少分？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
湖南科技大学的本科线一般是多少分？该问题的答案在知识库中对应的三元组为['湖南科技大学 ||| 本科专业 ||| 88个']。这样对吗？	0
阿斯旺省是什么气候条件？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
阿斯旺省是什么气候条件？该问题的答案在知识库中对应的三元组为['阿斯旺省 ||| 政府驻地 ||| 尼罗河东岸']。这样对吗？	0
汪诗诗的孩子叫什么名字？该问题的答案在知识库中对应的三元组为['汪诗诗 ||| 儿女 ||| 甄济如 (Jasmine) - 2004年1月0日（11岁） 甄济嘉 (James) - 2007年12月0日（7岁）']。这样对吗？	1
汪诗诗的孩子叫什么名字？该问题的答案在知识库中对应的三元组为['汪诗诗 ||| 现居地 ||| 香港']。这样对吗？	0
潘玮仪在歌唱方面最擅长哪种类型？该问题的答案在知识库中对应的三元组为['潘玮仪 ||| 音乐风格 ||| R&B/Soul']。这样对吗？	1
潘玮仪在歌唱方面最擅长哪种类型？该问题的答案在知识库中对应的三元组为['潘玮仪 ||| 职业 ||| 新加坡华人女歌手']。这样对吗？	0
我最近在听一支来自泰国的乐队NUVO乐队，他们的曲风独特，歌曲《爱的定义》和《生来就是这样》让我非常着迷。我对他们的其他信息比如出生地，成立时间，进入中国的时间等都很感兴趣，能够帮助我查阅相关信息吗？该问题的答案在知识库中对应的三元组为['NUVO乐队 ||| 出生地 ||| 泰国', 'NUVO乐队 ||| 成立时间 ||| 二十世纪八十年代', 'NUVO乐队 ||| 进入中国 ||| 2010年11月']。这样对吗？	1
我最近在听一支来自泰国的乐队NUVO乐队，他们的曲风独特，歌曲《爱的定义》和《生来就是这样》让我非常着迷。我对他们的其他信息比如出生地，成立时间，进入中国的时间等都很感兴趣，能够帮助我查阅相关信息吗？该问题的答案在知识库中对应的三元组为['NUVO乐队 ||| 别名 ||| NUVO乐队', 'NUVO乐队 ||| 成立时间 ||| 二十世纪八十年代', 'NUVO乐队 ||| 别名 ||| NUVO乐队']。这样对吗？	0
超铃音座号是？该问题的答案在知识库中对应的三元组为['超铃音 ||| 座号 ||| 19号']。这样对吗？	1
超铃音座号是？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
我正在追踪一个有趣的日本动漫角色，朋香。她是《网球王子》的人物，由许斐刚创作。她是右手持拍，白羊座的小女孩，身高152cm，血型B型。她毕业于青春学园，配音员为大浦冬华；傅其慧→雷碧文（台）。你是否可以提供更多关于她的信息？该问题的答案在知识库中对应的三元组为['朋香 ||| 别名 ||| 朋香', '朋香 ||| 中文名 ||| 小坂田朋香', '朋香 ||| 外文名 ||| Tomoka Osakada', '朋香 ||| 国籍 ||| 日本', '朋香 ||| 民族 ||| 大和', '朋香 ||| 出生地 ||| 日本', '朋香 ||| 出生日期 ||| 4月17日', '朋香 ||| 职业 ||| 学生', '朋香 ||| 毕业院校 ||| 青春学园', '朋香 ||| 星座 ||| 白羊座', '朋香 ||| 声优 ||| 大浦冬华；傅其慧→雷碧文（台）', '朋香 ||| 身高 ||| 152cm', '朋香 ||| 血型 ||| B型', '朋香 ||| 惯用手腕 ||| 右手', '朋香 ||| 姓名 ||| 朋香', '朋香 ||| 别名（绰号） ||| 小坂田朋香', '朋香 ||| 所属作品 ||| 《网球王子》', '朋香 ||| 作者 ||| 许斐刚', '朋香 ||| 出生年月 ||| 4月13日', '朋香 ||| 同伴 ||| 龙崎樱乃']。这样对吗？	1
我正在追踪一个有趣的日本动漫角色，朋香。她是《网球王子》的人物，由许斐刚创作。她是右手持拍，白羊座的小女孩，身高152cm，血型B型。她毕业于青春学园，配音员为大浦冬华；傅其慧→雷碧文（台）。你是否可以提供更多关于她的信息？该问题的答案在知识库中对应的三元组为['傅其慧 ||| 血型 ||| A型', '傅其慧 ||| 活动 ||| 1998年10月－', '傅其慧 ||| 血型 ||| A型', '傅其慧 ||| 教育程度 ||| 世新大学广电系广播组', '傅其慧 ||| 现年 ||| 35岁', '傅其慧 ||| 血型 ||| A型', '傅其慧 ||| 毕业院校 ||| 私立世新大学广电系', '傅其慧 ||| 配演语言 ||| 国语', '傅其慧 ||| 配演语言 ||| 国语', '傅其慧 ||| 职业 ||| 配音演员', '傅其慧 ||| 职业 ||| 配音演员']。这样对吗？	0
Brazuca的设计者是谁？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
Brazuca的设计者是谁？该问题的答案在知识库中对应的三元组为['Brazuca ||| 足球款式 ||| 白色主色，黑色底色上红蓝绿等纹']。这样对吗？	0
我正在研究一位名叫孝明天皇的天皇，我了解到他是日本的人，他出生于天保2年6月14日（1831年7月11日），在位时间为1846年3月10日-1867年1月30日。我想知道他的外文名，他的民族，他的出生地，他的逝世日期，他的职业，他的皇居以及他的陵所。你能帮助我吗？该问题的答案在知识库中对应的三元组为['孝明天皇 ||| 外文名 ||| 孝明天皇（こうめいてんのう）', '孝明天皇 ||| 民族 ||| 大和民族', '孝明天皇 ||| 出生地 ||| 日本京都', '孝明天皇 ||| 逝世日期 ||| 庆应2年12月25日（1867年1月30日）', '孝明天皇 ||| 职业 ||| 日本第121代天皇', '孝明天皇 ||| 皇居 ||| 京都御所', '孝明天皇 ||| 陵所 ||| 后月轮东山陵']。这样对吗？	1
我正在研究一位名叫孝明天皇的天皇，我了解到他是日本的人，他出生于天保2年6月14日（1831年7月11日），在位时间为1846年3月10日-1867年1月30日。我想知道他的外文名，他的民族，他的出生地，他的逝世日期，他的职业，他的皇居以及他的陵所。你能帮助我吗？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
中华人民共和国海关统计条例内容有什么？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
中华人民共和国海关统计条例内容有什么？该问题的答案在知识库中对应的三元组为['海关 ||| 英文名称 ||| Customs']。这样对吗？	0
日本电视剧的代表作品有哪些？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
日本电视剧的代表作品有哪些？该问题的答案在知识库中对应的三元组为['日本 ||| 道路通行方向 ||| 靠左驾驶']。这样对吗？	0
维柯出生在哪一年，死亡于哪一年？该问题的答案在知识库中对应的三元组为['维柯 ||| 生卒 ||| 1668年-1744年']。这样对吗？	1
维柯出生在哪一年，死亡于哪一年？该问题的答案在知识库中对应的三元组为['维柯 ||| 代表作品 ||| 《新科学》、《普遍法》等']。这样对吗？	0
我印象中须王环是一个饰演host部长的角色，个性开朗大方，乐于助人。我记不起他的生日，血型和身高，你能帮我该问题的答案在知识库中对应的三元组为['须王环 ||| 生日 ||| 4月8日', '须王环 ||| 血型 ||| A', '须王环 ||| 身高 ||| 183cm']。这样对吗？	1
我印象中须王环是一个饰演host部长的角色，个性开朗大方，乐于助人。我记不起他的生日，血型和身高，你能帮我该问题的答案在知识库中对应的三元组为['须王环 ||| 身高 ||| 183cm', '须王环 ||| 性别 ||| 男', '须王环 ||| 身高 ||| 183cm', '须王环 ||| 血型 ||| A']。这样对吗？	0
姜胜允是一个在韩国非chao名的歌手，歌曲唱得也非常好。我知道他是韩国人，是朝鲜族的成员，不过他上乌的地方我大学不太清楚。还有他在组合winner中是roi什么担职位的呢，队内有些哪人呢？他的经纪公司是哪一个，与他合作的chang片唱公司又是哪个呢？他又是在何时出道的呢?该问题的答案在知识库中对应的三元组为['姜胜允 ||| 毕业院校 ||| 釜山艺术高中 音乐系', '姜胜允 ||| 所属组合 ||| winner', '姜胜允 ||| 队内担当 ||| 队长、主唱、作曲、作词', '姜胜允 ||| 成员 ||| 金振宇、李胜勋、宋闵浩、南太铉', '姜胜允 ||| 经纪公司 ||| YG Entertainment', '姜胜允 ||| 唱片公司 ||| KT Music（韩国） 华纳音乐（台湾）', '姜胜允 ||| 出道日期 ||| 2013年7月16日']。这样对吗？	1
姜胜允是一个在韩国非chao名的歌手，歌曲唱得也非常好。我知道他是韩国人，是朝鲜族的成员，不过他上乌的地方我大学不太清楚。还有他在组合winner中是roi什么担职位的呢，队内有些哪人呢？他的经纪公司是哪一个，与他合作的chang片唱公司又是哪个呢？他又是在何时出道的呢?该问题的答案在知识库中对应的三元组为['姜胜允 ||| 唱片公司 ||| KT Music（韩国） 华纳音乐（台湾）', '姜胜允 ||| 身高 ||| 178cm', '姜胜允 ||| 体重 ||| 59kg', '姜胜允 ||| 所属组合 ||| winner', '姜胜允 ||| 经纪公司 ||| YG Entertainment', '姜胜允 ||| 罗马拼音 ||| Kang Seung Yoon']。这样对吗？	0
我对范遥的武侠生涯产生了极大的兴趣。他在中国元楚时期活动，是明教的一位重要人物，自毁脸庞，忍辱负重，探去情敌报。他是明教光明右使，并且他的武功是正邪兼修，渊博无比，剑法神奇，最初的徒弟是赵名，我知道他鄙视名门派正的伪子君吗。然而，我对他的法号和擅长的才能感到疑虑，你能帮我解le?该问题的答案在知识库中对应的三元组为['范遥 ||| 法号 ||| 苦头陀', '范遥 ||| 擅长 ||| 各家武功招数，剑法高超']。这样对吗？	1
我对范遥的武侠生涯产生了极大的兴趣。他在中国元楚时期活动，是明教的一位重要人物，自毁脸庞，忍辱负重，探去情敌报。他是明教光明右使，并且他的武功是正邪兼修，渊博无比，剑法神奇，最初的徒弟是赵名，我知道他鄙视名门派正的伪子君吗。然而，我对他的法号和擅长的才能感到疑虑，你能帮我解le?该问题的答案在知识库中对应的三元组为['范遥 ||| 金庸武侠小说人物 ||| 范遥', '范遥 ||| 情敌 ||| 韩千叶', '范遥 ||| 称号 ||| 逍遥二仙，苦头陀', '范遥 ||| 武功 ||| 正邪兼修，渊博无比，剑法神奇', '范遥 ||| 别名 ||| 范遥', '范遥 ||| 法号 ||| 苦头陀', '范遥 ||| 兵器 ||| 剑']。这样对吗？	0
天鸽座孙二的赤经位置是多少？该问题的答案在知识库中对应的三元组为['孙二 ||| 赤经 ||| 6h\xa07m\xa031.6s[1][2]']。这样对吗？	1
天鸽座孙二的赤经位置是多少？该问题的答案在知识库中对应的三元组为['孙 ||| 拼音 ||| sūn']。这样对吗？	0
陈智雄的价值观念是什么该问题的答案在知识库中对应的三元组为['陈智雄 ||| 信念 ||| 为人类谋幸福']。这样对吗？	1
陈智雄的价值观念是什么该问题的答案在知识库中对应的三元组为['陈智雄 ||| 籍贯 ||| 广东汕头']。这样对吗？	0
2012凤凰传奇武汉演唱会在什么场所举办？该问题的答案在知识库中对应的三元组为['2012凤凰传奇武汉演唱会 ||| 演出场馆 ||| ：武汉光谷体育馆']。这样对吗？	1
2012凤凰传奇武汉演唱会在什么场所举办？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
我之前听说过陈威全，他是一位非常出色的歌手。我知道他的代表作品是《抬起头》，但对他的其他的一些信息，并清不楚是我很。比如他的外文名，职业乐器，出生年月，他的音乐类型，音乐专辑等，你有能帮我呵一补充下吗？该问题的答案在知识库中对应的三元组为['陈威全 ||| 外文名 ||| Vchuan', '陈威全 ||| 出生年月 ||| 1984年2月5日', '陈威全 ||| 演奏乐器 ||| 键盘、钢琴、吉他', '陈威全 ||| 音乐类型 ||| pop music', '陈威全 ||| 音乐专辑 ||| 《全能量》(2005年) 《再见，单身》(2010年) 《倾听》(2012年) 《全是爱》(2014年)']。这样对吗？	1
我之前听说过陈威全，他是一位非常出色的歌手。我知道他的代表作品是《抬起头》，但对他的其他的一些信息，并清不楚是我很。比如他的外文名，职业乐器，出生年月，他的音乐类型，音乐专辑等，你有能帮我呵一补充下吗？该问题的答案在知识库中对应的三元组为['陈威全 ||| 身高 ||| 175厘米', '陈威全 ||| 宗教信仰 ||| 基督教', '陈威全 ||| 出生年月 ||| 1984年2月5日', '陈威全 ||| 演奏乐器 ||| 键盘、钢琴、吉他', '陈威全 ||| 音乐类型 ||| pop music', '陈威全 ||| 音乐专辑 ||| 《全能量》(2005年) 《再见，单身》(2010年) 《倾听》(2012年) 《全是爱》(2014年)']。这样对吗？	0
我一直对艺术家刘增锴保持着高度的关注和兴趣。他的行业地位，他在学术界的成就，他的师承关系，以及他的徒弟们，都是我关注的重点。还有，他的出生地，国籍，以及他的教育经历，更是我想要了解的详细信息。可以请你为我介绍一下他吗？该问题的答案在知识库中对应的三元组为['刘增锴 ||| 师承 ||| 吴兆南', '刘增锴 ||| 徒弟 ||| 姬天语', '刘增锴 ||| 出生地 ||| 台湾', '刘增锴 ||| 国籍 ||| 中国', '刘增锴 ||| 教育程度 ||| 花莲师范学院民间文学研究所硕士']。这样对吗？	1
我一直对艺术家刘增锴保持着高度的关注和兴趣。他的行业地位，他在学术界的成就，他的师承关系，以及他的徒弟们，都是我关注的重点。还有，他的出生地，国籍，以及他的教育经历，更是我想要了解的详细信息。可以请你为我介绍一下他吗？该问题的答案在知识库中对应的三元组为['刘增锴 ||| 活跃时期 ||| 1993年－', '刘增锴 ||| 活跃时期 ||| 1993年－', '刘增锴 ||| 活跃时期 ||| 1993年－', '刘增锴 ||| 活跃时期 ||| 1993年－', '刘增锴 ||| 活跃时期 ||| 1993年－']。这样对吗？	0
刘嫖的兄妹都有谁？该问题的答案在知识库中对应的三元组为['刘嫖 ||| 兄妹 ||| 孝景皇帝刘启、梁孝王刘武、代孝王刘参、梁怀王刘揖、刘氏（周胜之妻）']。这样对吗？	1
刘嫖的兄妹都有谁？该问题的答案在知识库中对应的三元组为['刘 ||| 结构 ||| 左右结构']。这样对吗？	0
欧冶子的闺女是谁？该问题的答案在知识库中对应的三元组为['欧冶子 ||| 女儿 ||| 莫邪']。这样对吗？	1
欧冶子的闺女是谁？该问题的答案在知识库中对应的三元组为['欧冶子 ||| 女 儿 ||| 莫邪']。这样对吗？	0
我最近在看一个日本的动漫，里面的主角叫春日野穹，我挺好奇这个角色的一些设定，比如她的身高和血型，她的星座，她喜欢的人都是谁呢？该问题的答案在知识库中对应的三元组为['春日野穹 ||| 身高 ||| 152cm', '春日野穹 ||| 血型 ||| O型', '春日野穹 ||| 星座 ||| 水瓶座', '春日野穹 ||| 喜欢的人 ||| 春日野悠']。这样对吗？	1
我最近在看一个日本的动漫，里面的主角叫春日野穹，我挺好奇这个角色的一些设定，比如她的身高和血型，她的星座，她喜欢的人都是谁呢？该问题的答案在知识库中对应的三元组为['春日野穹 ||| 身高 ||| 152cm', '春日野穹 ||| 血型 ||| O型', '春日野穹 ||| 星座 ||| 水瓶座', '春日野穹 ||| 喜欢的人 ||| 春日野悠']。这样对吗？	0
最让迪克牛仔失望的事情是什么？该问题的答案在知识库中对应的三元组为['迪克牛仔 ||| 最失望的事 ||| 明天再来录音']。这样对吗？	1
最让迪克牛仔失望的事情是什么？该问题的答案在知识库中对应的三元组为['迪克牛仔 ||| 最喜欢食物 ||| 鸡蛋、芒果、柿子、生鱼片、肉类']。这样对吗？	0
谯周被称为蜀中孔子，他出生于201年，离世于270年。他的代表作品《仇国论》描述了哪方面的事件与思考，这部作品对后世有着怎样的影响？该问题的答案在知识库中对应的三元组为['谯周 ||| 代表作品 ||| 《仇国论》', '谯周 ||| 出生年月 ||| 公元201年', '谯周 ||| 去世年月 ||| 公元270年']。这样对吗？	1
谯周被称为蜀中孔子，他出生于201年，离世于270年。他的代表作品《仇国论》描述了哪方面的事件与思考，这部作品对后世有着怎样的影响？该问题的答案在知识库中对应的三元组为['孔子 ||| 中国哲学 古代哲学 ||| 前551年 鲁国邹邑（今山东曲阜市南辛镇）', '孔子 ||| 中国哲学 古代哲学 ||| 前551年 鲁国邹邑（今山东曲阜市南辛镇）']。这样对吗？	0
查尔斯·凯特灵离开世界的详细日期是哪年哪月哪日该问题的答案在知识库中对应的三元组为['查尔斯·凯特灵 ||| 逝世年 ||| 1958年11月24日或25日']。这样对吗？	1
查尔斯·凯特灵离开世界的详细日期是哪年哪月哪日该问题的答案在知识库中对应的三元组为['查尔斯·凯特灵 ||| 出生年月 ||| 1876年8月29日']。这样对吗？	0
真人快打RAIN所属于哪个盟中？该问题的答案在知识库中对应的三元组为['真人快打RAIN ||| 所属联盟 ||| 邪恶联盟']。这样对吗？	1
真人快打RAIN所属于哪个盟中？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
我认识务个名叫金灿宇的人，他似乎对跆拳遼和柔道非常了解，而且有一个有趣的童年梦想使成为牧场的主人。据我所知，他来自汉国首尔特别市，但我不确定他的出生日。此外，我想知道他的教育经历以及他是否有宗教信仰。能补充帮我补充一下这些信xi不？该问题的答案在知识库中对应的三元组为['金灿宇 ||| 出生 ||| 1969年3月8日 （45岁） \xa0韩国首尔特别市', '金灿宇 ||| 教育程度 ||| 庆信高等学校毕业', '金灿宇 ||| 宗教信仰 ||| 天主教']。这样对吗？	1
